sequence,kind,name,name_zh_hans,category,tag,selection_reasons,image_url,image_source,fallback_image_url,pokopiadex_slug,pokopiadex_category,pokopiadex_tags,infipoke_slug,infipoke_category,infipoke_tag,source_pages,filename,relative_path,downloaded_url,downloaded_source,content_type,bytes,sha256,status,error
149,decorative_item,Diagonal wooden flooring,斜纹木地板,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/diagonal-wooden-flooring.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/diagonalwoodenflooring.webp,diagonal-wooden-flooring,Blocks,Road,diagonalwoodenflooring,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,149-diagonal-wooden-flooring.png,assets/pokopia_image_sources/decorative_item_portraits/149-diagonal-wooden-flooring.png,https://pokopiadex.com/images/items/item_ui/diagonal-wooden-flooring.png,pokopiadex_items,image/png,23367,a1a40099993bdcf9a275a117ff756efacd73dad856ed6bcdca1fa37b1792ef0b,ok,
150,decorative_item,Digital camera,,Misc.,Toy,pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/digital-camera.png,pokopiadex_items,,digital-camera,Misc.,Toy,,,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,150-digital-camera.png,assets/pokopia_image_sources/decorative_item_portraits/150-digital-camera.png,https://pokopiadex.com/images/items/item_ui/digital-camera.png,pokopiadex_items,image/png,130514,fb87ad2e40f57197fa93dec8924dbbc39c36652a8c2335bf96d52f2a5cc04021,ok,
151,decorative_item,Dining cabinet,餐边柜,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/dining-cabinet.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/diningcabinet.webp,dining-cabinet,Misc.,Decoration,diningcabinet,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,151-dining-cabinet.png,assets/pokopia_image_sources/decorative_item_portraits/151-dining-cabinet.png,https://pokopiadex.com/images/items/item_ui/dining-cabinet.png,pokopiadex_items,image/png,31100,59e01ea9953fb62d04581b620ee6459519ecbf743e11ac5479eb281c372de20f,ok,
152,decorative_item,Diploma,完成证书,Other,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/diploma.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/diploma.webp,diploma,Other,Decoration,diploma,Other,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,152-diploma.png,assets/pokopia_image_sources/decorative_item_portraits/152-diploma.png,https://pokopiadex.com/images/items/item_ui/diploma.png,pokopiadex_items,image/png,28788,a83c4c94a003c246fcbb936d53d8f7d8054fb17821b33b5b60a1bcadaeb38d6b,ok,
153,decorative_item,Ditto doll,百变怪玩偶,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/ditto-doll.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/dittodoll.webp,ditto-doll,Misc.,Toy,dittodoll,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,153-ditto-doll.png,assets/pokopia_image_sources/decorative_item_portraits/153-ditto-doll.png,https://pokopiadex.com/images/items/item_ui/ditto-doll.png,pokopiadex_items,image/png,23051,d681c6b68dc776ead79c8ad3506050331e3c0eeaf2246ed5019a2793060184ab,ok,
154,decorative_item,Double streetlight,双头路灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/double-streetlight.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/doublestreetlight.webp,double-streetlight,Utilities,Decoration,doublestreetlight,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,154-double-streetlight.png,assets/pokopia_image_sources/decorative_item_portraits/154-double-streetlight.png,https://pokopiadex.com/images/items/item_ui/double-streetlight.png,pokopiadex_items,image/png,13113,15e82d0c8e462ce0d8def0e6ec3f31864c41b22efacb86f8c28d13be80131d0c,ok,
155,decorative_item,Dragonite doll,快龙玩偶,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/dragonite-doll.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/dragonitedoll.webp,dragonite-doll,Misc.,Toy,dragonitedoll,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,155-dragonite-doll.png,assets/pokopia_image_sources/decorative_item_portraits/155-dragonite-doll.png,https://pokopiadex.com/images/items/item_ui/dragonite-doll.png,pokopiadex_items,image/png,36681,49468bcd2f9dc939c5447ebfd7bc63124a44c3ac3a75737bc104b51dbabeae50,ok,
156,decorative_item,Dry alpine grass,枯萎高山草,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/dry-alpine-grass.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/dryalpinegrass.webp,dry-alpine-grass,Blocks,,dryalpinegrass,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,156-dry-alpine-grass.png,assets/pokopia_image_sources/decorative_item_portraits/156-dry-alpine-grass.png,https://pokopiadex.com/images/items/item_ui/dry-alpine-grass.png,pokopiadex_items,image/png,26204,8aed91a61ed5f7a47b394f3c4fefae6274ebc99b08266199d65c10143f2c36b1,ok,
157,decorative_item,Dry field grass,枯萎田野草,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/dryfieldgrass.webp,infipoke_items,,,,,dryfieldgrass,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,157-dry-field-grass.webp,assets/pokopia_image_sources/decorative_item_portraits/157-dry-field-grass.webp,https://infipoke.com/img/pokopia/items/dryfieldgrass.webp,infipoke_items,image/webp,1156,1cee991522cf4fb02950f0d24d0f0d738b3c37f01e68287dd45e883a15d7f8ad,ok,
158,decorative_item,Dry red tall grass,枯萎红色草丛,Nature,,pokopiadex_category:blocks,https://infipoke.com/img/pokopia/items/dryredtallgrass.webp,infipoke_items,,dry-red-tall-grass,Blocks,,dryredtallgrass,Nature,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,158-dry-red-tall-grass.webp,assets/pokopia_image_sources/decorative_item_portraits/158-dry-red-tall-grass.webp,https://infipoke.com/img/pokopia/items/dryredtallgrass.webp,infipoke_items,image/webp,1544,681196dc99b4acc0d53716122c696665a2040c4a470ba8aa36ce66f06c03b1f2,ok,
159,decorative_item,Dry seashore grass,枯萎海边草,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/dry-seashore-grass.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/dryseashoregrass.webp,dry-seashore-grass,Blocks,,dryseashoregrass,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,159-dry-seashore-grass.png,assets/pokopia_image_sources/decorative_item_portraits/159-dry-seashore-grass.png,https://pokopiadex.com/images/items/item_ui/dry-seashore-grass.png,pokopiadex_items,image/png,25743,ab987a53f34f51f23a19bda07ad25d9a5f2e47ff03f9ec905036db28aac419c7,ok,
160,decorative_item,Dry sky-high grass,枯萎高空草,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/drysky-highgrass.webp,infipoke_items,,,,,drysky-highgrass,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,160-dry-sky-high-grass.webp,assets/pokopia_image_sources/decorative_item_portraits/160-dry-sky-high-grass.webp,https://infipoke.com/img/pokopia/items/drysky-highgrass.webp,infipoke_items,image/webp,1144,54e99951781d39de7bd4993871f3e06135141980f22bff998ebdab346db1d5b5,ok,
161,decorative_item,Eerie candle,诡异蜡烛,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/eerie-candle.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/eeriecandle.webp,eerie-candle,Outdoor,Decoration,eeriecandle,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,161-eerie-candle.png,assets/pokopia_image_sources/decorative_item_portraits/161-eerie-candle.png,https://pokopiadex.com/images/items/item_ui/eerie-candle.png,pokopiadex_items,image/png,94962,d76a86e3e39e2f45972de1c1267e92adb7b003a19185732dbdd415d2ede7acf9,ok,
162,decorative_item,Eevee doll,伊布玩偶,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/shop_ui/eevee-doll.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/eeveedoll.webp,eevee-doll,Misc.,Toy,eeveedoll,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,162-eevee-doll.png,assets/pokopia_image_sources/decorative_item_portraits/162-eevee-doll.png,https://pokopiadex.com/images/items/shop_ui/eevee-doll.png,pokopiadex_items,image/png,122301,c5a02ebd5dce1495a6b83a68ddbe78bd16f28b2c473f391ddd7af15ade9f9326,ok,
163,decorative_item,Excavation tools,挖掘工具,Outdoor,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/excavation-tools.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/excavationtools.webp,excavation-tools,Outdoor,Toy,excavationtools,Outdoor,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,163-excavation-tools.png,assets/pokopia_image_sources/decorative_item_portraits/163-excavation-tools.png,https://pokopiadex.com/images/items/item_ui/excavation-tools.png,pokopiadex_items,image/png,20754,8f9cdfc841b474ce2876adf6eab17553efc5d895ff3aab2e3c395ca1075ac0ce,ok,
164,decorative_item,Exhibition stand,展示架,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/crafting_ui/exhibition-stand.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/exhibitionstand.webp,exhibition-stand,Furniture,,exhibitionstand,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,164-exhibition-stand.png,assets/pokopia_image_sources/decorative_item_portraits/164-exhibition-stand.png,https://pokopiadex.com/images/items/crafting_ui/exhibition-stand.png,pokopiadex_items,image/png,116394,1d8d9b9cfa6fd52a0b1a9e5587aa9d98a2ce7bf0393f02ceed2308ac6e3662e3,ok,
165,decorative_item,Extravagant carpeting,奢华地毯,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/extravagant-carpeting.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/extravagantcarpeting.webp,extravagant-carpeting,Blocks,Road,extravagantcarpeting,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,165-extravagant-carpeting.png,assets/pokopia_image_sources/decorative_item_portraits/165-extravagant-carpeting.png,https://pokopiadex.com/images/items/item_ui/extravagant-carpeting.png,pokopiadex_items,image/png,31949,dba8760246907a5cf68f2797446fc2646b2adf509539e174d03ca65483ff8634,ok,
166,decorative_item,Extravagant flowers,华丽花束,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/extravagant-flowers.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/extravagantflowers.webp,extravagant-flowers,Misc.,Decoration,extravagantflowers,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,166-extravagant-flowers.png,assets/pokopia_image_sources/decorative_item_portraits/166-extravagant-flowers.png,https://pokopiadex.com/images/items/crafting_ui/extravagant-flowers.png,pokopiadex_items,image/png,147730,64934471a18baedb38102cb9788bdbae61b07749f38618c0446ea3f5bd7317f3,ok,
167,decorative_item,Fan,电风扇,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/fan.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fan.webp,fan,Misc.,Toy,fan,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,167-fan.png,assets/pokopia_image_sources/decorative_item_portraits/167-fan.png,https://pokopiadex.com/images/items/item_ui/fan.png,pokopiadex_items,image/png,34186,222a71316637196e52e84926db3e658f8a5d3c624195c4971ccf9264e68e2067,ok,
168,decorative_item,Fancy chair,华丽椅,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/fancy-chair.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fancychair.webp,fancy-chair,Furniture,Relaxation,fancychair,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,168-fancy-chair.png,assets/pokopia_image_sources/decorative_item_portraits/168-fancy-chair.png,https://pokopiadex.com/images/items/item_ui/fancy-chair.png,pokopiadex_items,image/png,32771,89d78b0c373ebd79edf6c001f89deb11f62682bf807f67f135597bc964d93186,ok,
169,decorative_item,Fancy pen,华丽钢笔,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/fancy-pen.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fancypen.webp,fancy-pen,Misc.,Toy,fancypen,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,169-fancy-pen.png,assets/pokopia_image_sources/decorative_item_portraits/169-fancy-pen.png,https://pokopiadex.com/images/items/item_ui/fancy-pen.png,pokopiadex_items,image/png,19455,f9795a9c4d77bc8b546b70bff71c84661cef509c5929baac8088b8ad81b85a09,ok,
170,decorative_item,Farm soil (Beach),农田土（海边）,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/farmsoil%28beach%29.webp,infipoke_items,,,,,farmsoil(beach),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,170-farm-soil-beach.webp,assets/pokopia_image_sources/decorative_item_portraits/170-farm-soil-beach.webp,https://infipoke.com/img/pokopia/items/farmsoil%28beach%29.webp,infipoke_items,image/webp,1006,952c3b1efe6abd1e96c30c922e1fecb901ffa866f03425a05e6d40e5898269b6,ok,
171,decorative_item,Farm soil (Ridge),农田土（山地）,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/farmsoil%28ridge%29.webp,infipoke_items,,,,,farmsoil(ridge),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,171-farm-soil-ridge.webp,assets/pokopia_image_sources/decorative_item_portraits/171-farm-soil-ridge.webp,https://infipoke.com/img/pokopia/items/farmsoil%28ridge%29.webp,infipoke_items,image/webp,1006,952c3b1efe6abd1e96c30c922e1fecb901ffa866f03425a05e6d40e5898269b6,ok,
172,decorative_item,Farm soil (Skyland),农田土（浮岛）,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/farmsoil%28beach%29.webp,infipoke_items_shared_farm_soil_fallback,https://infipoke.com/img/pokopia/items/farmsoil%28skyland%29.webp,,,,farmsoil(skyland),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,172-farm-soil-skyland.webp,assets/pokopia_image_sources/decorative_item_portraits/172-farm-soil-skyland.webp,https://infipoke.com/img/pokopia/items/farmsoil%28beach%29.webp,infipoke_items_shared_farm_soil_fallback,image/webp,1006,952c3b1efe6abd1e96c30c922e1fecb901ffa866f03425a05e6d40e5898269b6,ok,
173,decorative_item,Farm soil (Wastelands),农田土（荒野）,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/farmsoil%28wastelands%29.webp,infipoke_items,,,,,farmsoil(wastelands),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,173-farm-soil-wastelands.webp,assets/pokopia_image_sources/decorative_item_portraits/173-farm-soil-wastelands.webp,https://infipoke.com/img/pokopia/items/farmsoil%28wastelands%29.webp,infipoke_items,image/webp,1006,952c3b1efe6abd1e96c30c922e1fecb901ffa866f03425a05e6d40e5898269b6,ok,
174,decorative_item,Felt mat,毛毡垫,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/felt-mat.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/feltmat.webp,felt-mat,Blocks,Road,feltmat,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,174-felt-mat.png,assets/pokopia_image_sources/decorative_item_portraits/174-felt-mat.png,https://pokopiadex.com/images/items/crafting_ui/felt-mat.png,pokopiadex_items,image/png,111681,f50506ea6a18faad843cc4e292b73b0bc85bda8828f3a9d1fb014f8225a8a9f3,ok,
175,decorative_item,Field grass,田野草,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/field-grass.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fieldgrass.webp,field-grass,Blocks,,fieldgrass,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,175-field-grass.png,assets/pokopia_image_sources/decorative_item_portraits/175-field-grass.png,https://pokopiadex.com/images/items/item_ui/field-grass.png,pokopiadex_items,image/png,109455,b413f7dc8cc078662f4204c30162a05ed9decb6840cfce6d8627e6403cb91766,ok,
176,decorative_item,Fiery Magby statue,鸭嘴宝宝火焰雕像,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/fiery-magby-statue.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/fierymagbystatue.webp,fiery-magby-statue,Misc.,Toy,fierymagbystatue,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,176-fiery-magby-statue.png,assets/pokopia_image_sources/decorative_item_portraits/176-fiery-magby-statue.png,https://pokopiadex.com/images/items/item_ui/fiery-magby-statue.png,pokopiadex_items,image/png,115572,ed3b308dc1324c8375c7bb11299dbe7181b3bcd54e33e194d7137eccde302b53,ok,
177,decorative_item,Fire hydrant,消防栓,Outdoor,Toy,infipoke_tag:toy;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/fire-hydrant.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/firehydrant.webp,fire-hydrant,Outdoor,Decoration,firehydrant,Outdoor,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,177-fire-hydrant.png,assets/pokopia_image_sources/decorative_item_portraits/177-fire-hydrant.png,https://pokopiadex.com/images/items/item_ui/fire-hydrant.png,pokopiadex_items,image/png,26650,3361c39a790aaaed76117f64ea7142bdfb1aa495a98a25295e4f7bc356743e03,ok,
