sequence,kind,id,name,slug,description,category,tags,sources,event,inventory_status,collectible,order_key,order_value,trade_sell_value,trade_buy_value,trade_buy_quantity,life_coins,shop_level,mosslax,storage_capacity,habitat_item_category_ids,favorite_category_ids,image_url,variant_image_urls,source_page,source,filename,relative_path,downloaded_url,content_type,bytes,sha256,status,error
0186,placeable_item,1182,Charging station kit,charging-station-kit,Gather some Pokémon and build away! This makes a device that's perfect for charging things up.,Kits,[],[],,in-collection,,kits_order,26,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/charging-station-kit.png,[],https://pokopiadex.com/items/charging-station-kit,pokopiadex_items_in_collection,0186-charging-station-kit.png,assets/pokopia_image_sources/item_portraits/0186-charging-station-kit.png,https://pokopiadex.com/images/items/shop_ui/charging-station-kit.png,image/png,55504,3a07d087680f87cbdf4755fee2215306584937172a460dc18fbd162623f4041c,ok,
0187,placeable_item,1195,Pikachu fountain kit,pikachu-fountain-kit,Gather some Pokémon and build away! This makes a fountain that would look great all lit up.,Kits,[],[],,in-collection,,kits_order,27,,,,500,,,,[],[],https://pokopiadex.com/images/items/shop_ui/pikachu-fountain-kit.png,[],https://pokopiadex.com/items/pikachu-fountain-kit,pokopiadex_items_in_collection,0187-pikachu-fountain-kit.png,assets/pokopia_image_sources/item_portraits/0187-pikachu-fountain-kit.png,https://pokopiadex.com/images/items/shop_ui/pikachu-fountain-kit.png,image/png,42864,745f2ef035a867c76eae09fe42da919c75058dba00c0c413c29fd0e580836fbe,ok,
0188,placeable_item,865,Moonlight dance statue kit,moonlight-dance-statue-kit,Gather some Pokémon and build away! This will make you want to dance as you're building it!,Kits,[],[],,in-collection,,kits_order,28,,,,500,,,,[],[],https://pokopiadex.com/images/items/shop_ui/moonlight-dance-statue-kit.png,[],https://pokopiadex.com/items/moonlight-dance-statue-kit,pokopiadex_items_in_collection,0188-moonlight-dance-statue-kit.png,assets/pokopia_image_sources/item_portraits/0188-moonlight-dance-statue-kit.png,https://pokopiadex.com/images/items/shop_ui/moonlight-dance-statue-kit.png,image/png,515613,3dd57c6ba340c2cb6b2a0ef0f6984050a03043b2148f357de5ad5255ee378efa,ok,
0189,placeable_item,643,Pink hut kit,pink-hut-kit,Gather some Pokémon and build away! This makes a cute plaster house.,Kits,[],"[""Golden Pokeball near water wheel in Withered Wasteland""]",,in-collection,,kits_order,29,,,,300,,,,[],[],https://pokopiadex.com/images/items/shop_ui/pink-hut-kit.png,[],https://pokopiadex.com/items/pink-hut-kit,pokopiadex_items_in_collection,0189-pink-hut-kit.png,assets/pokopia_image_sources/item_portraits/0189-pink-hut-kit.png,https://pokopiadex.com/images/items/shop_ui/pink-hut-kit.png,image/png,237747,8d6cc98216a0c5e8ea24cc8062dadd848e159b5cabc2f129b24536b5fa8e9fab,ok,
0190,placeable_item,969,Pink cottage kit,pink-cottage-kit,,Kits,[],"[""inspect shiny water ripples""]",,in-collection,,kits_order,30,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/pink-cottage-kit.png,[],https://pokopiadex.com/items/pink-cottage-kit,pokopiadex_items_in_collection,0190-pink-cottage-kit.png,assets/pokopia_image_sources/item_portraits/0190-pink-cottage-kit.png,https://pokopiadex.com/images/items/item_ui/pink-cottage-kit.png,image/png,37596,f178f669ffbdc48afe183e006ded51864d4bb9d9f6c841f60061d5f2c332db03,ok,
0191,placeable_item,1194,Orange hut kit,orange-hut-kit,Gather some Pokémon and build away! This makes a fancy brick house.,Kits,[],[],,in-collection,,kits_order,31,,,,300,,,,[],[],https://pokopiadex.com/images/items/shop_ui/orange-hut-kit.png,[],https://pokopiadex.com/items/orange-hut-kit,pokopiadex_items_in_collection,0191-orange-hut-kit.png,assets/pokopia_image_sources/item_portraits/0191-orange-hut-kit.png,https://pokopiadex.com/images/items/shop_ui/orange-hut-kit.png,image/png,47084,7412c5d073e31c11fba306dfb627ac7aadb611cc63088b80f7b5033dbe1c5446,ok,
0192,placeable_item,2039,Orange cottage kit,orange-cottage-kit,Gather some Pokémon and build away! This makes a vibrant house where you can enjoy resort vibes.,Kits,[],[],,in-collection,,kits_order,32,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/orange-cottage-kit.png,[],https://pokopiadex.com/items/orange-cottage-kit,pokopiadex_items_in_collection,0192-orange-cottage-kit.png,assets/pokopia_image_sources/item_portraits/0192-orange-cottage-kit.png,https://pokopiadex.com/images/items/item_ui/orange-cottage-kit.png,image/png,43478,a70d8dd3a849a71302cd527fc093ac2b048a4775ee2f2a2e071b1a878c5d77e4,ok,
0193,placeable_item,1192,Gray hut kit,gray-hut-kit,Gather some Pokémon and build away! This makes a cool stone house.,Kits,[],[],,in-collection,,kits_order,33,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/gray-hut-kit.png,[],https://pokopiadex.com/items/gray-hut-kit,pokopiadex_items_in_collection,0193-gray-hut-kit.png,assets/pokopia_image_sources/item_portraits/0193-gray-hut-kit.png,https://pokopiadex.com/images/items/shop_ui/gray-hut-kit.png,image/png,50938,6b8c1732a708b300674b6ed8407fa776536f9af08f3af079fc54214b36022c41,ok,
0194,placeable_item,1191,Gray cottage kit,gray-cottage-kit,A high-class house with a serene atmosphere. It's full of luxurious furniture.,Kits,[],"[""inspect shiny water ripples""]",,in-collection,,kits_order,34,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/gray-cottage-kit.png,[],https://pokopiadex.com/items/gray-cottage-kit,pokopiadex_items_in_collection,0194-gray-cottage-kit.png,assets/pokopia_image_sources/item_portraits/0194-gray-cottage-kit.png,https://pokopiadex.com/images/items/item_ui/gray-cottage-kit.png,image/png,37567,73e30ed9d9e3f2f31dd860930d4889704f27e0e98a17273c41a3364d8ab50c30,ok,
0195,placeable_item,1208,Yellow hut kit,yellow-hut-kit,Gather some Pokémon and build away! This makes a flashy concrete house.,Kits,[],[],,in-collection,,kits_order,35,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/yellow-hut-kit.png,[],https://pokopiadex.com/items/yellow-hut-kit,pokopiadex_items_in_collection,0195-yellow-hut-kit.png,assets/pokopia_image_sources/item_portraits/0195-yellow-hut-kit.png,https://pokopiadex.com/images/items/shop_ui/yellow-hut-kit.png,image/png,50568,b0c930f0cec520f49395c260d6e04aa280c87ee2b1c067a6c9bd977eeacfc027,ok,
0196,placeable_item,2040,Yellow cottage kit,yellow-cottage-kit,,Kits,[],[],,in-collection,,kits_order,36,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/yellow-cottage-kit.png,[],https://pokopiadex.com/items/yellow-cottage-kit,pokopiadex_items_in_collection,0196-yellow-cottage-kit.png,assets/pokopia_image_sources/item_portraits/0196-yellow-cottage-kit.png,https://pokopiadex.com/images/items/item_ui/yellow-cottage-kit.png,image/png,46399,8211d03d96dbe521be1048407cbc6a172363d771bc6525872b19baff2063cd5a,ok,
0197,placeable_item,1193,Log cabin kit,log-cabin-kit,Gather some Pokémon and build away! This makes a house that has a pleasing woodsy aroma.,Kits,[],[],,in-collection,,kits_order,37,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/log-cabin-kit.png,[],https://pokopiadex.com/items/log-cabin-kit,pokopiadex_items_in_collection,0197-log-cabin-kit.png,assets/pokopia_image_sources/item_portraits/0197-log-cabin-kit.png,https://pokopiadex.com/images/items/shop_ui/log-cabin-kit.png,image/png,65366,b796c8fde6600c73fb7dc274d586e95d85a07d0f7fcd4c6dc59fcc217231c863,ok,
0198,placeable_item,1203,Small office kit,small-office-kit,Gather some Pokémon and build away! This makes a place where you can really focus on your work.,Kits,[],[],,in-collection,,kits_order,38,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/small-office-kit.png,[],https://pokopiadex.com/items/small-office-kit,pokopiadex_items_in_collection,0198-small-office-kit.png,assets/pokopia_image_sources/item_portraits/0198-small-office-kit.png,https://pokopiadex.com/images/items/shop_ui/small-office-kit.png,image/png,56905,872ba74f2f46bef6d68563acd7ab4e05a1dc28724ae05e56ef53546c7728b3d3,ok,
0199,placeable_item,1198,Relaxing park kit,relaxing-park-kit,Gather some Pokémon and build away! This makes a park with an iconic Chansey tree.,Kits,[],[],,in-collection,,kits_order,39,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/relaxing-park-kit.png,[],https://pokopiadex.com/items/relaxing-park-kit,pokopiadex_items_in_collection,0199-relaxing-park-kit.png,assets/pokopia_image_sources/item_portraits/0199-relaxing-park-kit.png,https://pokopiadex.com/images/items/shop_ui/relaxing-park-kit.png,image/png,98819,208324b956eb933b13c2a5eaeb73af048971da5790f026cce64238a611980a4e,ok,
0200,placeable_item,1205,Stylish Café kit,stylish-cafe-kit,Gather some Pokémon and build away! This makes a lovely café where you can take a little breather.,Kits,[],[],,in-collection,,kits_order,40,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/stylish-cafe-kit.png,[],https://pokopiadex.com/items/stylish-cafe-kit,pokopiadex_items_in_collection,0200-stylish-cafe-kit.png,assets/pokopia_image_sources/item_portraits/0200-stylish-cafe-kit.png,https://pokopiadex.com/images/items/shop_ui/stylish-cafe-kit.png,image/png,93777,40e6d6f5ecd2d93b8724e89e764542515213c6fb001662c025ecaab1ce880bc7,ok,
0201,placeable_item,1187,Concert stage kit,concert-stage-kit,Gather some Pokémon and build away! This makes a stage big enough to hold all your friends.,Kits,[],[],,in-collection,,kits_order,41,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/concert-stage-kit.png,[],https://pokopiadex.com/items/concert-stage-kit,pokopiadex_items_in_collection,0201-concert-stage-kit.png,assets/pokopia_image_sources/item_portraits/0201-concert-stage-kit.png,https://pokopiadex.com/images/items/shop_ui/concert-stage-kit.png,image/png,73082,475f16a58a4b6475ede3af9f459fb7c599e386387ff74c69df919fec8c367731,ok,
0202,placeable_item,1188,Fountain plaza kit,fountain-plaza-kit,Gather some Pokémon and build away! This makes a plaza that's perfect for meetups.,Kits,[],[],,in-collection,,kits_order,42,,,,,,,,[],[],https://pokopiadex.com/images/items/shop_ui/fountain-plaza-kit.png,[],https://pokopiadex.com/items/fountain-plaza-kit,pokopiadex_items_in_collection,0202-fountain-plaza-kit.png,assets/pokopia_image_sources/item_portraits/0202-fountain-plaza-kit.png,https://pokopiadex.com/images/items/shop_ui/fountain-plaza-kit.png,image/png,98053,40a07f9d86701b48d7f56aa6a3cc99df49cb528ac78ade6d8d8d5d15615c64ec,ok,
0203,placeable_item,1181,Altar of Flame kit,altar-of-flame-kit,Gather some Pokémon and build away! This makes an altar accompanied by roaring flames.,Kits,[],[],,in-collection,,kits_order,43,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/altar-of-flame-kit.png,[],https://pokopiadex.com/items/altar-of-flame-kit,pokopiadex_items_in_collection,0203-altar-of-flame-kit.png,assets/pokopia_image_sources/item_portraits/0203-altar-of-flame-kit.png,https://pokopiadex.com/images/items/item_ui/altar-of-flame-kit.png,image/png,42427,da6b03c1a3b39cf948ae43a6449bfa76c48d467db8ec78041d7f68e8d90a7e70,ok,
0204,placeable_item,1180,Abandoned Power Plant kit,abandoned-power-plant-kit,Gather some Pokémon and build away! This makes an abandoned power plant teeming with electricity.,Kits,[],[],,in-collection,,kits_order,44,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/abandoned-power-plant-kit.png,[],https://pokopiadex.com/items/abandoned-power-plant-kit,pokopiadex_items_in_collection,0204-abandoned-power-plant-kit.png,assets/pokopia_image_sources/item_portraits/0204-abandoned-power-plant-kit.png,https://pokopiadex.com/images/items/item_ui/abandoned-power-plant-kit.png,image/png,39997,9b36f876a8a1523de1076d5fcef5fe2834505b84f030b54b78eefd165c125e42,ok,
0205,placeable_item,1189,Freezing Chambers kit,freezing-chambers-kit,Gather some Pokémon and build away! This makes frozen mountains with a mystical atmosphere.,Kits,[],"[""Golden Pokeball on hill in Palette Town""]",,in-collection,,kits_order,45,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/freezing-chambers-kit.png,[],https://pokopiadex.com/items/freezing-chambers-kit,pokopiadex_items_in_collection,0205-freezing-chambers-kit.png,assets/pokopia_image_sources/item_portraits/0205-freezing-chambers-kit.png,https://pokopiadex.com/images/items/item_ui/freezing-chambers-kit.png,image/png,38945,f367e9d9303fdafaba34b4d32089f6f3fd69752af43855f30c41bf51be3a3239,ok,
0206,placeable_item,698,Relocation kit (prepare),relocation-kit-prepare,"Place this in front of a building, and Pokémon with the Bulldoze specialty will help you relocate it!",Kits,[],[],,in-collection,,kits_order,46,,,,10,,,,[],[],https://pokopiadex.com/images/items/item_ui/relocation-kit-prepare.png,[],https://pokopiadex.com/items/relocation-kit-prepare,pokopiadex_items_in_collection,0206-relocation-kit-prepare.png,assets/pokopia_image_sources/item_portraits/0206-relocation-kit-prepare.png,https://pokopiadex.com/images/items/item_ui/relocation-kit-prepare.png,image/png,36039,d3198e8f6dd95b612e7da68740355b2cef91019ce08f0447f0d752a7ee6066c2,ok,
0207,placeable_item,699,Demolition kit,demolition-kit,"Place this in front of a building, and a Pokémon with the Bulldoze specialty will help you demolish it!",Kits,[],[],,in-collection,,kits_order,47,,,,10,,,,[],[],https://pokopiadex.com/images/items/item_ui/demolition-kit.png,[],https://pokopiadex.com/items/demolition-kit,pokopiadex_items_in_collection,0207-demolition-kit.png,assets/pokopia_image_sources/item_portraits/0207-demolition-kit.png,https://pokopiadex.com/images/items/item_ui/demolition-kit.png,image/png,36110,1ff70bf618b1b1b3a83a671c8b61c92b49b0bc584394e237543a67b57a75632e,ok,
0208,placeable_item,2372,Tent kit,tent-kit,Gather some Pokémon and build away! This makes a house that repels rain and wind. Great for camping!,Kits,[],"[""Trade 10 Red crystal fragments to Sableye""]",Sableye's Gem Hunt,in-collection,,kits_order,1,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/tent-kit.png,[],https://pokopiadex.com/items/tent-kit,pokopiadex_items_in_collection,0208-tent-kit.png,assets/pokopia_image_sources/item_portraits/0208-tent-kit.png,https://pokopiadex.com/images/items/item_ui/tent-kit.png,image/png,106314,c1fdacf11ca46980406df10dbd66d4a87b36b37ac4b3f96a8234fc1ec525e717,ok,
0209,placeable_item,41,Storage box,storage-box,A convenient box you can store items in. It's made of wood and easy to move things in and out of.,Furniture,[],[],,in-collection,,furniture_order,1,,,,,,,20,[],[2244],https://pokopiadex.com/images/items/crafting_ui/storage-box.png,[],https://pokopiadex.com/items/storage-box,pokopiadex_items_in_collection,0209-storage-box.png,assets/pokopia_image_sources/item_portraits/0209-storage-box.png,https://pokopiadex.com/images/items/crafting_ui/storage-box.png,image/png,107108,174be00347b60870af512fef8c297b8c430fd20344a7bebb684bd48ab07f2a23,ok,
0210,placeable_item,1782,Wall storage box,wall-storage-box,"It may be small, but it can store lots of stuff. Try mounting it on a wall.",Furniture,[],[],,in-collection,,furniture_order,2,,,,,,,,[],"[2198,2203,2244]",https://pokopiadex.com/images/items/item_ui/wall-storage-box.png,[],https://pokopiadex.com/items/wall-storage-box,pokopiadex_items_in_collection,0210-wall-storage-box.png,assets/pokopia_image_sources/item_portraits/0210-wall-storage-box.png,https://pokopiadex.com/images/items/item_ui/wall-storage-box.png,image/png,24716,0616ec32c939282232c17a064e3e55eea53bbae3f9f7a8070f94be91833fd668,ok,
0211,placeable_item,652,Big storage box,big-storage-box,Roughly three times bigger than your standard storage box. You can put a lot of things inside.,Furniture,[],[],,in-collection,,furniture_order,3,,,,200,,,60,[],[2244],https://pokopiadex.com/images/items/crafting_ui/big-storage-box.png,[],https://pokopiadex.com/items/big-storage-box,pokopiadex_items_in_collection,0211-big-storage-box.png,assets/pokopia_image_sources/item_portraits/0211-big-storage-box.png,https://pokopiadex.com/images/items/crafting_ui/big-storage-box.png,image/png,135463,0f224b970abf78d4f7cb46b6514042ad54886ed6e5497eee8c5ab0a1686d99dc,ok,
0212,placeable_item,40,Plain chest,plain-chest,A chest with a simple design. It can be used to store items.,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,4,,,,,,,,[],"[2198,2203,2208,2244]",https://pokopiadex.com/images/items/item_ui/plain-chest.png,[],https://pokopiadex.com/items/plain-chest,pokopiadex_items_in_collection,0212-plain-chest.png,assets/pokopia_image_sources/item_portraits/0212-plain-chest.png,https://pokopiadex.com/images/items/item_ui/plain-chest.png,image/png,28536,c47a5c958e1cfd6f4a70189b4903a686aa4ee014c21579ec6e17f1ec35003053,ok,
0213,placeable_item,1135,Office cabinet,office-cabinet,Compact furniture that's surprisingly spacious. Open the sliding door to put items inside.,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,5,,,,,,,,[],"[2198,2203,2222,2244]",https://pokopiadex.com/images/items/crafting_ui/office-cabinet.png,[],https://pokopiadex.com/items/office-cabinet,pokopiadex_items_in_collection,0213-office-cabinet.png,assets/pokopia_image_sources/item_portraits/0213-office-cabinet.png,https://pokopiadex.com/images/items/crafting_ui/office-cabinet.png,image/png,83194,592a44cd9329337a906586a1cfa6f0f6af256086224c8bc0f6d770a0dbdbce82,ok,
0214,placeable_item,1456,Gaming Fridge,gaming-fridge,A chest that's slightly cold to the touch. Ice-type Pokémon will probably enjoy this.,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,6,,,,,,,,[],"[2200,2203,2206,2211,2222]",https://pokopiadex.com/images/items/item_ui/gaming-fridge.png,[],https://pokopiadex.com/items/gaming-fridge,pokopiadex_items_in_collection,0214-gaming-fridge.png,assets/pokopia_image_sources/item_portraits/0214-gaming-fridge.png,https://pokopiadex.com/images/items/item_ui/gaming-fridge.png,image/png,21766,ccefce034684663e568b19db240d59e6946a9f9363ff4d3c641734f8b86be37c,ok,
0215,placeable_item,1783,Poké Ball Chest,poke-ball-chest,This looks like a giant Poké Ball. It opens wide for you to store things inside.,Furniture,"[""Decoration""]",[],,in-collection,,furniture_order,7,,,,,,,,[],"[2203,2204,2222,2229,2231]",https://pokopiadex.com/images/items/item_ui/poke-ball-chest.png,[],https://pokopiadex.com/items/poke-ball-chest,pokopiadex_items_in_collection,0215-poke-ball-chest.png,assets/pokopia_image_sources/item_portraits/0215-poke-ball-chest.png,https://pokopiadex.com/images/items/item_ui/poke-ball-chest.png,image/png,29546,65777a36ba19c980b9cdb2f2cdf9a25fd2fbcfb3717404425fabe660ccbbfc47,ok,
