编号	哈希值	中文名	日文名	英文名	图标	分类	标签	获得方式	交易价值	喜欢的类别
1056	a1d77285efaa3242924c59371b43e256	♪战斗！道馆馆主·2	戦闘！ジムリーダー：２	Battle! (Gym Leader) 2	1056	其他			500	圆圆的
1057	01732402194f66f85633c47279b029bc	金珠	きんのたま	Nugget	1057	其他			1000	圆圆的|闪亮亮的
1058	53c8fbb8dbc72059ff72614322da4825	银色王冠	ぎんのおうかん	Silver Bottle Cap	1058	其他			1000	圆圆的|闪亮亮的
1059	fbdd661f7dec998ec0f359d39c6e7315	金色王冠	きんのおうかん	Gold Bottle Cap	1059	其他			1000	圆圆的|闪亮亮的
1060	98fa7ca6b193865ab8a2d439adb803d0	贵重骨头	きちょうなホネ	Rare Bone	1060	其他			1000	
1061	3b599208d4e900a2563c9c3ef4a1203d	心之鳞片	ハートのウロコ	Heart Scale	1061	其他			1000	可爱的
1062	94e20cbb063f2febda50d3c4626dd09a	奇迹种子	きせきのタネ	Miracle Seed	1062	其他			1000	能感受自然的
1063	6f07b6faddff783cd24e0fb3f28c8717	硬石头	かたいいし	Hard Stone	1063	其他			1000	
1064	f3d27dc6a61311616ab4e793a35bbdbe	神秘水滴	しんぴのしずく	Mystic Water	1064	其他			1000	能感受水的
1065	504e27435f695adc33f66ad7c5a4a84a	金属膜	メタルコート	Metal Coat	1065	其他			1000	
1066	3677c7faf9f0614bc65f8c211de8849c	弯曲的汤匙	まがったスプーン	Twisted Spoon	1066	其他			1000	诡异的
1067	4d6c9255adbdea7b13c756ee367bc83a	银粉	ぎんのこな	Silver Powder	1067	其他			1000	能感受自然的
1068	9f99e3ee3d631a3c38bbd0faf105fe52	黑色眼镜	くろいメガネ	Black Glasses	1068	其他			1000	
1069	39625305b8f543d70e75b558830728db	黑带	くろおび	Black Belt	1069	其他			1000	
1070	d69ee9af2dade173913e60310942fc3a	丝绸围巾	シルクのスカーフ	Silk Scarf	1070	其他			1000	布制的
1071	6eb0970ae2ad775bdf9e08da90cd0fad	锐利鸟嘴	するどいくちばし	Sharp Beak	1071	其他			1000	
1072	6d8c9e59a92c27878bbe1e2723112de8	毒针	どくバリ	Poison Barb	1072	其他			1000	
1073	5ef526e551d7cf5eb08baef3182e6be8	不融冰	とけないこおり	Never-Melt Ice	1073	其他			1000	
1074	5b62e633cb3d58338b111076b2f79d55	咒术之符	のろいのおふだ	Spell Tag	1074	其他			1000	奇妙的
1075	37bac59e4aea9026e1b513e73bc054a8	木炭	もくたん	Charcoal	1075	其他			1000	能感受火的
1076	c0034955029f13ab1ef50b008bb4cb6c	柔软沙子	やわらかいすな	Soft Sand	1076	其他			1000	柔软的
1077	38fbc6cdfe27848d6bc6d5451dc52527	妖精之羽	ようせいのハネ	Fairy Feather	1077	其他			1000	可爱的
1078	6522fb1df2ca6b1b70fd70337f36385c	龙之牙	りゅうのキバ	Dragon Fang	1078	其他			1000	
1079	0fcddba74c886d08a9cfb9c81a5ad78a	吃剩的东西	たべのこし	Leftovers	1079	其他			1000	很像食物的
1080	e4ee5fe4fb98bb5f880968983eef0335	黑色污泥	くろいヘドロ	Black Sludge	1080	其他			1000	
1081	7e0a0f0672592d14da19057f261601da	幸运蛋	しあわせタマゴ	Lucky Egg	1081	其他			1000	圆圆的
1082	3ee000c467b259c3a4ec1b9960d77ced	红线	あかいいと	Destiny Knot	1082	其他			1000	
1083	1cda0e3caec83edbcd2e87646b530b0f	生命宝珠	いのちのたま	Life Orb	1083	其他			1000	圆圆的
1084	a1988517fe8b1a36a5535264130437ae	黑色铁球	くろいてっきゅう	Iron Ball	1084	其他			1000	坚硬的|圆圆的
1085	2e3cefda1ef0bbae0033a600ab5ba78f	金属粉	メタルパウダー	Metal Powder	1085	其他			1000	闪亮亮的
1086	16727972ea6b723966f8c918eca9fe9f	大根茎	おおきなねっこ	Big Root	1086	其他			1000	能感受自然的
1087	c5c94ab70cf453ead2d2b3a344f8a55d	胆怯球	ビビリだま	Adrenaline Orb	1087	其他			1000	圆圆的
1088	34d04de52536292428b16b45fc0a3590	弱点保险	じゃくてんほけん	Weakness Policy	1088	其他			1000	有文字的
1089	e195f8ac918394030d7fe46b5cd93bf1	大地膜	グランドコート	Terrain Extender	1089	其他			1000	
1090	eef73781d49870dafb483b6ff0da8d50	广角镜	こうかくレンズ	Wide Lens	1090	其他			1000	
1091	4eeb4733f8e8684207a28d7f30776202	爽喉喷雾	のどスプレー	Throat Spray	1091	其他			1000	
1092	b125932dc9ca675596b8b17b05f4f0c7	光之黏土	ひかりのねんど	Light Clay	1092	其他			1000	柔软的|石制的
1093	4cb04850eb861e9f715136dc5b85efac	机变骰子	いかさまダイス	Loaded Dice	1093	其他			1000	
1094	3e68b46ccbc9cc1e507566336bed550d	附着针	くっつきバリ	Sticky Barb	1094	其他			1000	
1095	d1e1b7ccf98d89e210868bc72b5dcb76	先制之爪	せんせいのツメ	Quick Claw	1095	其他			1000	
1096	f35e13744bb512c30deae9f6cccde59f	后攻之尾	こうこうのしっぽ	Lagging Tail	1096	其他			1000	坚硬的
1097	5c1cb067db2353f6121532978d106aee	火焰宝珠	かえんだま	Flame Orb	1097	其他			1000	圆圆的
1098	c5f4d8e929d176575ad305055a8d1b9b	特性护具	とくせいガード	Ability Shield	1098	其他			1000	
1099	bd422f1b8ba2f695b4bfafa0ced5b89a	客房服务	ルームサービス	Room Service	1099	其他			1000	布制的
1100	69fe4d2125167dbd6f93660eaccc4781	标靶	ねらいのまと	Ring Target	1100	其他			1000	圆圆的
1101	8f2a66bab06f58d5fcf6cbb3b42d2ea9	清净坠饰	クリアチャーム	Clear Amulet	1101	其他			1000	有玻璃的|闪亮亮的
1102	ba66369c8836891b5fb9af6a481a9aa8	对焦镜	フォーカスレンズ	Zoom Lens	1102	其他			1000	
1103	6350aeeacedf91f5d1b26d7830987cad	虹色之羽	にじいろのはね	Rainbow Feather	1103	其他			2000	闪亮亮的
1104	c099f2b36efad1ea84257dabf0c4c212	银色之羽	にじいろのはね	Silver Feather	1104	其他			2000	闪亮亮的
1105	b97f76d6440d100f15abade678b13110	派对锅	パーティーなべ	Party cooking pot	1105	其他			10	
1106	887ee1b7b9b4079ea4d95af5ffed83e6	长方形小地垫	ちいさなほそいしかくラグ	Small narrow rug	1106	其他			100	
1107	5b36c56d791e9af7953f63219c8c02d3	精灵球玄关垫	ボールのげんかんマット	Poké Ball Doormat	1107	其他			500	
1108	8d89dc8ba00e767d711ed39d369399aa	圆形小地垫	ちいさなまるいラグ	Small round rug	1108	其他			100	
1109	7a4acda8f5bba6c42e12bbc828638e6a	方形小地垫	ちいさなしかくいラグ	Small square rug	1109	其他			100	
1110	170961090d3f0ec0f540d37f15313250	百变怪地垫	メタモンラグ	Ditto rug	1110	其他			500	
1111	fdc230fdb4ef9a739c27da919421a6d8	呆呆兽地垫	ヤドンのラグ	Slowpoke rug	1111	其他			1000	
1112	7f776f05b284707466ac7bf92227da93	喷火龙地垫	リザードンのラグ	Charizard rug	1112	其他			1000	
1113	92e5f571b0ff5826a4b69d8f4baf46e7	椭圆形地垫	だえんけいのラグ	Oblong rug	1113	其他			100	
1114	53a25eeb92c993cafc8f18df092033af	藤编地垫	ラタンなラグ	Ratan rug	1114	其他			100	
1115	d9f6ce94bd21006438e0545275bc8f59	圆形大地垫	レースマット	Large round rug	1115	其他			100	
1116	c106a7febb932a4c09485fe880366b3b	蕾丝垫子	おおきなまるいラグ	Lace rug	1116	其他			100	
1117	6719c21e92d39e09a3a99d3f12e5168b	精灵球造型垫	モンスターボールマット	Poké Ball Mat	1117	其他			500	
1118	fb89321e7dca958cdd47ac0484e8bb5f	长方形大地垫	おおきなほそいしかくラグ	Large narrow rug	1118	其他			100	
1119	8de939d053410b17e91329a9432bf4b2	方形大地垫	おおきなしかくいラグ	Large square rug	1119	其他			100	
1120	ecaa1490d80678a708c9b057a5d51c46	松软垫子	ふわふわマット	Soft mat	1120	其他			100	
1121	5ced7b022f09cc6914039d7bd356176f	海报（气球）	ポスター・ふうせん	Balloon Poster	1121	其他			400	
1122	490c04037f7d3c97c100f47f88daa281	海报（月光）	ポスター・つきあかり	Moonlight Poster	1122	其他			400	
1123	a383add25577d8f58fdebd03905858aa	海报（舞蹈）	ポスター・ダンス	Dance poster	1123	其他			400	
1124	32733f9a4cd75049dc2d3cdff7bfc05a	海报（油画）	ポスター・あぶらえ	Oil painting poster	1124	其他			400	
1125	febd31c9c086e131b6cbd962c2940539	海报（太阳）	ポスター・おひさま	Sunny Poster	1125	其他			400	
1126	76179fdce040e62000a097952f967116	海报（冰淇淋）	ポスター・ソフトクリーム	Ice cream poster	1126	其他			400	
1127	15ce433043c2143762cead1c34d11ee0	海报（风车）	ポスター・ふうしゃ	Windmill poster	1127	其他			400	
1128	d2f7a162d9259bda8c75b7b778b4ad4a	海报（街景）	ポスター・まちなみ	Townscape poster	1128	其他			400	
1129	5c38fecce8e727499f183819d0cf7f04	海报（山景）	ポスター・やまなみ	Mountain poster	1129	其他			400	
1130	b254d8e10ed76715669db00135eed51a	海报（压克力）	ポスター・アクリル	Acrylic poster	1130	其他			400	
1131	fefbbb38a643560721e002cf43cdd58a	海报（水彩）	ポスター・すいさい	Watercolor poster	1131	其他			400	
1132	e96e6da40c5f4ae4f1e063aeb03ccdae	海报（热辣热辣）	ポスター・めらめら	Passionate poster	1132	其他			400	
1133	48ac86b7f9a306ce508ec277eb0b0a22	海报（速度）	ポスター・スピード	Speedy poster	1133	其他			400	
1134	aab0d6d2831c6d98a096386713790cb9	海报（成长）	ポスター・せいちょう	Growth poster	1134	其他			400	
1135	5083073c7f7c7d6e85df18fba99c3040	海报（饮料）	ポスター・ドリンク	Drink poster	1135	其他			400	
1136	13ee7fbe139c6b99285ca1de3aaec613	海报（食品）	ポスター・フード	Food poster	1136	其他			400	
1137	3abcf5a4544b8b3e44e658e8dfce7310	海报（科技）	ポスター・テクノロジー	Technology poster	1137	其他			400	
1138	cff34179ec2b8199a7141a1183d8342e	海报（黄金）	ポスター・おうごん	Golden poster	1138	其他			400	
1139	f3e187459f4e0ff30409acacbba70da1	海报（大海）	ポスター・うみ	Ocean poster	1139	其他			400	
1140	8590440aceff8c548d9f775fdfb19ec9	海报（草地）	ポスター・はらっぱ	Meadow poster	1140	其他			400	
1141	00872e59f492c1949de570184acdfd21	海报（忍者）	ポスター・しのび	Ninja poster	1141	其他			400	
1142	190c5791e543fe77c0c5874039f28cc0	城镇地图	タウンマップ	Town map	1142	其他	玩具		1000	棱角分明的|看起来很难懂的|诡异的|用于观赏的
1143	3951cfaf69d9752e6eca604e9a764207	火箭队挂饰	ロケットだんのかべかけ	Team Rocket Wall Hanging	1143	其他	装饰		1000	棱角分明的|看起来很难懂的|金属的|象征的|用于观赏的
1144	5e79e14b144456ab90d8d6506f90abd6	头盖化石	ずがいのカセキ	Skull Fossil	1144	其他	装饰		1000	坚硬的|能感受土的|诡异的
1145	921086467ad7ba9cfb8b86531d9926f0	盾甲化石	たてのカセキ	Armor Fossil	1145	其他	装饰		1000	坚硬的|能感受土的|圆圆的|诡异的
1146	98a3cb0ea56b7b720d0f49bddc2272f8	颚之化石	アゴのカセキ	Jaw Fossil	1146	其他	装饰		1000	坚硬的|能感受土的|诡异的
1147	c816a3d52acd41e83ba9dbc5aae68b43	鳍之化石	ヒレのカセキ	Sail Fossil	1147	其他	装饰		1000	坚硬的|能感受土的|诡异的
1148	1cd0f354ed1d8aaaca7fb519852ad0bb	飞翼化石（头）	ツバサのカセキ・あたま 	Wing Fossil (head)	1148	其他	装饰		1000	坚硬的|能感受土的|诡异的
1149	0dd48baeba3a0f4e6178900fa47991d6	飞翼化石（右翼）	ツバサのカセキ・うよく 	Wing Fossil (right wing)	1149	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1150	a84d230a3ddaf66e41ca79d6e052c8e1	飞翼化石（左翼）	ツバサのカセキ・さよく 	Wing Fossil (left wing)	1150	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1151	19dfb855f2ea1daff2896afe0935041e	飞翼化石（身体）	ツバサのカセキ・どう 	Wing fossil (body)	1151	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1152	56ceb7532c6fef0936f395056d6028fc	飞翼化石（尾巴）	ツバサのカセキ・しっぽ 	Wing Fossil (tail)	1152	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1153	ca033b78f38dadc0b38182f178d8d4f6	头锤化石（头）	ずつきのカセキ・あたま 	Headbutt Fossil (head)	1153	其他	装饰		1000	坚硬的|能感受土的|诡异的
1154	af1cdba4c16c80d77fa4a9d04173d442	头锤化石（身体）	ずつきのカセキ・どう 	Headbutt Fossil (body)	1154	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1155	2cb9d00a2f81519a0bf46d18fc86a22a	头锤化石（尾巴）	ずつきのカセキ・しっぽ 	Headbutt Fossil (tail)	1155	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1156	b27ec509ce5709d02411775b5890bbee	护盾化石（头）	シールドのカセキ・あたま 	Shield Fossil (Head)	1156	其他	装饰		1000	坚硬的|能感受土的|诡异的
1157	42fa249f90df50d5af2d7cb88423b8c1	护盾化石（身体）	シールドのカセキ・どう 	Shield Fossil (body)	1157	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1158	310d8499c9fbbe60c87f296e14c43d30	护盾化石（尾巴）	シールドのカセキ・しっぽ 	Shield Fossil (tail)	1158	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1159	a996a1bdc6a225cb11077871f2c7206c	暴君化石（头）	ぼうくんのカセキ・あたま 	Despot Fossil (head)	1159	其他	装饰		1000	坚硬的|能感受土的|诡异的
1160	88b72d93f6794aa4c7a9923f4ebe560e	暴君化石（身体）	ぼうくんのカセキ・どう 	Despot Fossil (body)	1160	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1161	5c5186d16f272f36b82779875fc900c7	暴君化石（脚）	ぼうくんのカセキ・あし 	Despot Fossil (legs)	1161	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1162	55ce04b44dcdc1206bb475e33035c68a	暴君化石（尾巴）	ぼうくんのカセキ・しっぽ 	Despot Fossil (tail)	1162	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1163	692744739f7f3548ddafe374c38b9bbc	冻原化石（头）	ツンドラのカセキ・あたま	Tundra Fossil (head)	1163	其他	装饰		1000	坚硬的|能感受土的|诡异的
1164	0addcb0c351c5a79126dab8a5ebb0b28	冻原化石（身体）	ツンドラのカセキ・どう 	Tundra Fossil (body)	1164	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1165	696c05385bfe7d27bb8a395311bfd155	冻原化石（尾巴）	ツンドラのカセキ・どう 	Tundra Fossil (tail)	1165	其他	装饰		1000	坚硬的|能感受土的|细长的|诡异的
1166	9d6a36acfb28f4f1d80f30dbe3293122	谜之石板【A】	なぞのせきばん	Mysterious Slate A	1166	其他			1000	
1167	f372eb2ac6a6f4cc1007033c07148050	谜之石板【B】	なぞのせきばん	Mysterious Slate B	1167	其他			1000	
1168	66ca1e06664c1f5d0d7a3f97353084a5	谜之石板【C】	なぞのせきばん	Mysterious Slate C	1168	其他			1000	
1169	117d7be3a2c87c235d7d53b92bad4e55	谜之石板【D】	なぞのせきばん	Mysterious Slate D	1169	其他			1000	
1170	51a6133210665794f4edf790a71205f2	谜之石板【E】	なぞのせきばん	Mysterious Slate E	1170	其他			1000	
1171	8b5540dfe5418af7c69aa94a70cbe1db	谜之石板【F】	なぞのせきばん	Mysterious Slate F	1171	其他			1000	
1172	6a2af9b6f5fd771bfbe79b3521ac0afd	谜之石板【G】	なぞのせきばん	Mysterious Slate G	1172	其他			1000	
1173	77c1c2884076a84c056888d6ea1bf14d	谜之石板【H】	なぞのせきばん	Mysterious Slate H	1173	其他			1000	
1174	bd4c89ea7e0e1c2f3eac10304b7e0624	谜之石板【I】	なぞのせきばん	Mysterious Slate I	1174	其他			1000	
1175	e52f8e01331174f15aa627a72d63617b	谜之石板【J】	なぞのせきばん	Mysterious Slate J	1175	其他			1000	
1176	9e8a6112d222e99b2605445e36360db9	谜之石板【K】	なぞのせきばん	Mysterious Slate K	1176	其他			1000	
1177	bc21c6c618ee1d06957630265b3086a1	谜之石板【L】	なぞのせきばん	Mysterious Slate L	1177	其他			1000	
1178	18c8e9eabb0bb0c8c816d08a7ff48d89	谜之石板【M】	なぞのせきばん	Mysterious Slate M	1178	其他			1000	
1179	0716cd7124d09a546ddfc447e133ef4f	谜之石板【N】	なぞのせきばん	Mysterious Slate N	1179	其他			1000	
1180	3f2e47e75b9f1b73b65ed4e0530442b1	谜之石板【O】	なぞのせきばん	Mysterious Slate O	1180	其他			1000	
1181	61f74a6626415f29a74b1a0c42c51382	谜之石板【P】	なぞのせきばん	Mysterious Slate P	1181	其他			1000	
1182	ad2abba0509cc861bccfef028360e445	谜之石板【Q】	なぞのせきばん	Mysterious Slate Q	1182	其他			1000	
1183	ac421a5a4a16b32b66b75d880c06dbc9	谜之石板【R】	なぞのせきばん	Mysterious Slate R	1183	其他			1000	
1184	4c1c8a3acafb1f22e15780058abfc345	谜之石板【S】	なぞのせきばん	Mysterious Slate S	1184	其他			1000	
1185	7c1a3e904fb1e9e4cf8dacc175ba0838	谜之石板【T】	なぞのせきばん	Mysterious Slate T	1185	其他			1000	
1186	2762c807fa3c75afff41c4364070cba9	谜之石板【U】	なぞのせきばん	Mysterious Slate U	1186	其他			1000	
1187	6ff0007b4c5d2ef8ea1886f20bea0acc	谜之石板【V】	なぞのせきばん	Mysterious Slate V	1187	其他			1000	
1188	5ea371f2daa3c90f8756cb06cdfe4428	谜之石板【W】	なぞのせきばん	Mysterious Slate W	1188	其他			1000	
1189	3e4818b019af0cf4f9f3ff5a81568b65	谜之石板【X】	なぞのせきばん	Mysterious Slate X	1189	其他			1000	
1190	ca46673a9adcb6c546a0bdfe72cf7794	谜之石板【Y】	なぞのせきばん	Mysterious Slate Y	1190	其他			1000	
1191	bc251049b2c8f34eded057651c3ddcd2	谜之石板【Z】	なぞのせきばん	Mysterious Slate Z	1191	其他			1000	
1192	e657843efdf9146a3d862a910edfb205	谜之石板【!?】	なぞのせきばん	Mysterious Slate	1192	其他			1000	
1193	79ecf9b8b75dc3a9f3c864756b235776	博士的宝物	はかせのオタカラ	Professor's treasure trove	1193	其他	装饰			
1194	b0676daec89a204ffd5ce0494d6d195d	奖状	ひょうしょうじょう	Diploma	1194	其他	装饰			
1195	3744628e734b89acd3c8e1dfaf796d3b	神秘的护目镜	なぞのゴーグル	Mysterious Goggles	1195	重要物品				
10001	64c3580e5f335a2b293c9ac2b0f76151	大树（任意）			129					
10002	eab619fba24a1ea828eebee4f54a138f	水			1196					
10003	ae91b6100516cb6922e9bda8f745c008	海水			1197					
10004	b87f259fd5b9e73577859bcaec978df2	高处			1198					
10005	2b9ddf46a169e4d6197a4eeee5dd3746	草（任意）			114					
10006	745472eedfd53cb1faf571070e974083	照明（任意）			561					
10007	e43cfeb61aec994cb563ce7355799420	树果树（任意）			127					
10008	a6db73bdb909cd3d2e3e4f1f285297c4	花篱（任意）			138					
10009	6f86ad724cde0e4f874529cb59c0d763	菜田（任意）			7					
10010	e249d0f8ac694946b1e47934c9fd8652	椅子（任意）			253					
10011	eb46310461151e9f14ab3ddbb4bdab39	瀑布			1199					
10012	84c68c56e97e6439c144521667202b37	桌子（任意）			233					
10013	57318e18f15d284645fbce20f993d26c	装盘的食物			1200					
10014	1b17b5a528e909c51dd525a5dfcff92c	椅子（长）			277					
10015	aad95c3a97522f10c0dbce9dbccbb68f	路灯（任意）			557					
10016	f6d2f5b142bf0fb4227633ef87629733	树桩（任意）			143					
10017	7c7eb7d48a4ecd728a1a4b7764b937aa	床铺（任意）			297					
10018	e2e22fdba755f20395a11fff7a5718b8	玩偶（任意）			445					
10019	96dd4fb99577f58285689742f547b2ce	枯萎的绿色草			1201					
10020	421900d7106abd0331972272e0acd4a4	晴雨飘浮泡泡（晴）			1202					
10021	a2a7843abfe3275b078f300dbaa2c931	晴雨飘浮泡泡（雨）			1203					
10022	e7695553b97c1372c3a61fd4b2e34672	遗失物（大）			408					
10023	8d39fe0abcc862cfe131eef8e878991d	泥水			1204					
10024	dce144c77a8d92fa3ebac6af7e418aae	风力发电机			1205					
10025	1e26a71dcc289ea18c5562028238f663	玩具（任意）			387					
10026	b515147fc08b669634eecdb4f3435044	垃圾桶（任意）			507					
10027	ae5830fdb4eace7e741cc0894e9236ed	牌子（任意）			498					
10028	d2b9ed4750cb399412cd57b52166ee43	植栽（任意）			339					
10029	3f7b48afea409706a14f36486c6d6ca4	衣柜（任意）			213					
10030	49480e8ef2cd81f3e54fb3de02ece6f7	镜子（大）			312					
10031	fc10845e76485e0db44f94941455e593	屏风（任意）			675					
10032	0b5d8ae24e5f26c498ee7ac5085f731f	梳妆台（任意）			314					
10033	00cc0137ff85a3fbe0dece7fc83bff36	温泉			1206					
10034	bf8ffaf3bd8b79e5685704f52fd006d8	水力发电机			1207					
10035	c1ae8457b1eb017848caa2707bdc1228	火力发电机			1208					
10036	4d7f930b07334594acbc27909495c0f7	画布			482					
10037	69082fb2a086dd25367964ca2b5b8f38	苔岩			1209					
10038	769d12cf69cf8a24cd87992f0b2a05e6	熔岩			1210					
10039	d5e9c9a594b98786708a12cafee15643	钢骨			697					
10040	3062658ee698f279225101a33d951049	桌子（大）			246					
10041	e859b6555229ab5375a788bc719a8c55	平底锅（任意）			531					
10042	20841a57f540e219c33b1c66dbb4be41	分隔物（任意）			669					
10043	9c14359e7971cc345665ac83eb934229	台座／展示台			228					
10044	ced2994919aa42c9a0949c0c469b4b6f	月夜起舞像			1211					
10045	7b72a98d60b58a3658f49acced72642a	矮柜（任意）			230					
10046	969f257c243925ada096b149897c549a	音符垫子（任意）			592					
10047	b709a637c47e49133ebe066a8ee5f74a	照明（任意)			562					
10048	eaeb9153e3d79368126115da69232297	悠然的花			1212					
10049	71c8f46c5413cdf043084812fe957e32	花朵背包			1213					
10050	98a55a70b3a8955149dd26ecc32ee392	毽子草水壶			1214					
10051	b9a885d347c3cc14c1db5a9820a7d7f7	便当			1215					
10052	7aa16b64060e568d367543af8b00351d	花朵靠枕			1216					
10053	db0fe1ff16779ef2f4674a9f78730c4f	花朵餐具套组			1217					
10054	766a0f2f2060b47a60f4d6a9ce14c38b	冒险套组			1218					
10055	22375d2bbfb2aba024eaab6c0acce3ad	地图与指南针			1219					
10056	dc9acb7a0b13b5d52c03f4e5a4ebe90c	财宝			1220					
